"Estado","SHA256_Origen","SHA256_Destino","Bytes_Origen","Bytes_Destino","Origen","Destino"
"PASS","7ECCA0BD7035E0FDF390B4FE71905DBEEB5DF0E768BFC36EDB511D4E153CAD23","7ECCA0BD7035E0FDF390B4FE71905DBEEB5DF0E768BFC36EDB511D4E153CAD23","70155","70155","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos español\figura_07_cambio_semantico_es.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\es\figura_07_cambio_semantico_es.png"
"PASS","B710C1DC7C26736B70A5F0C7C0DE75EC4180E8FD0E5D6EBF14E6256A538A7970","B710C1DC7C26736B70A5F0C7C0DE75EC4180E8FD0E5D6EBF14E6256A538A7970","34889","34889","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos español\figura_07_cambio_semantico_es.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\es\figura_07_cambio_semantico_es.pdf"
"PASS","33B5349FBFF3D02D191F3C6DA5DA94BA4D9D514D0BCF9D4B1DB3D0AA51DA1B32","33B5349FBFF3D02D191F3C6DA5DA94BA4D9D514D0BCF9D4B1DB3D0AA51DA1B32","13357","13357","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos español\figura_08_correlaciones_es.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\es\figura_08_correlaciones_es.png"
"PASS","085080983EFA0C8271FCB6B40D33E634E30CA258C1EAA5E1D058A6CCE750164F","085080983EFA0C8271FCB6B40D33E634E30CA258C1EAA5E1D058A6CCE750164F","7940","7940","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos español\figura_08_correlaciones_es.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\es\figura_08_correlaciones_es.pdf"
"PASS","2B6C4491790F600FEBFB42C8069C988DDE928C1A2D858666E8CF2926FEF711EC","2B6C4491790F600FEBFB42C8069C988DDE928C1A2D858666E8CF2926FEF711EC","103267","103267","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_02_linguistica_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_02_linguistica_en.png"
"PASS","DE30A06A98CB927F02BB7D4450F5C3269596844D112697FB0BDCB144EE1DF955","DE30A06A98CB927F02BB7D4450F5C3269596844D112697FB0BDCB144EE1DF955","27318","27318","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_02_linguistica_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_02_linguistica_en.pdf"
"PASS","400A2D3A586127854168A12E9A64CAD19967C62B7955377D1F7B02991EDDC3EE","400A2D3A586127854168A12E9A64CAD19967C62B7955377D1F7B02991EDDC3EE","99870","99870","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_03_hopper_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_03_hopper_en.png"
"PASS","A359A160CA1944111C243BF4F4B4EF9193EE7F86343B09A40EE8014480828E47","A359A160CA1944111C243BF4F4B4EF9193EE7F86343B09A40EE8014480828E47","34205","34205","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_03_hopper_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_03_hopper_en.pdf"
"PASS","3941519ED101EA7CE2FB49F4E6939607E44505031C2B8F8EC89E7BE3DAF8D7C1","3941519ED101EA7CE2FB49F4E6939607E44505031C2B8F8EC89E7BE3DAF8D7C1","73142","73142","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_04_similitud_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_04_similitud_en.png"
"PASS","8D5A79338EDFE9E0C93F694460B5F405DDC88AEE3EEAE4435F917D10677EA9CA","8D5A79338EDFE9E0C93F694460B5F405DDC88AEE3EEAE4435F917D10677EA9CA","30936","30936","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_04_similitud_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_04_similitud_en.pdf"
"PASS","28E41AB5C37B963D1A3F0C4FFE96B7DCEAAA4674D0327C08A475049AC61FDFA4","28E41AB5C37B963D1A3F0C4FFE96B7DCEAAA4674D0327C08A475049AC61FDFA4","115885","115885","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_05_prototipos_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_05_prototipos_en.png"
"PASS","6EB8FFE5CE9A67D3A3EE8036726EEF2678198553DF78E2D15FD1A26639DD42CD","6EB8FFE5CE9A67D3A3EE8036726EEF2678198553DF78E2D15FD1A26639DD42CD","34307","34307","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_05_prototipos_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_05_prototipos_en.pdf"
"PASS","89B2CA3F49B7B5413F4883CD513E3B4693625EFEBA76C6539CA30A72913811B1","89B2CA3F49B7B5413F4883CD513E3B4693625EFEBA76C6539CA30A72913811B1","179353","179353","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_06_pca_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_06_pca_en.png"
"PASS","F7A159A1DC7AF92137B3A5C4B6D0A586ED1FE363A702410F77322FDA96FBCA55","F7A159A1DC7AF92137B3A5C4B6D0A586ED1FE363A702410F77322FDA96FBCA55","31243","31243","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_06_pca_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_06_pca_en.pdf"
"PASS","1A44E7A4009AB9CA228742CB46209F8C6D5D9E63B8DB0F8CD87CC0E6199757E1","1A44E7A4009AB9CA228742CB46209F8C6D5D9E63B8DB0F8CD87CC0E6199757E1","68597","68597","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_07_cambio_semantico_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_07_cambio_semantico_en.png"
"PASS","0AA4961318C1080E2CC76D531C2879FC7A6C69EB46B32A0C16630EE713C01B64","0AA4961318C1080E2CC76D531C2879FC7A6C69EB46B32A0C16630EE713C01B64","34844","34844","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_07_cambio_semantico_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_07_cambio_semantico_en.pdf"
"PASS","9D615F91FB93A52DAD8A863B9CE17CE250B5C466496E4DBBCB2EA7094A6982B5","9D615F91FB93A52DAD8A863B9CE17CE250B5C466496E4DBBCB2EA7094A6982B5","13329","13329","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_08_correlaciones_en.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_08_correlaciones_en.png"
"PASS","17AFC4334207AC3BC4EA7CB3BC0CF34CAF57C3622BEB77A8A592F050DD3C935C","17AFC4334207AC3BC4EA7CB3BC0CF34CAF57C3622BEB77A8A592F050DD3C935C","7940","7940","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\graficos ingles\figura_08_correlaciones_en.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\en\figura_08_correlaciones_en.pdf"
"PASS","F7E8A00C4EE7C8D99FB1736292D6D9DCD9ACAC89A0A40E3FAA26168D7F543F2B","F7E8A00C4EE7C8D99FB1736292D6D9DCD9ACAC89A0A40E3FAA26168D7F543F2B","193143","193143","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\PILOTO_n_palabras_calculado_ES_distribucion.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\PILOTO_n_palabras_calculado_ES_distribucion.png"
"PASS","FA200491D969656FE600003E117122A1B94BA65343E1594C1402AFE14DBF3245","FA200491D969656FE600003E117122A1B94BA65343E1594C1402AFE14DBF3245","29396","29396","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\PILOTO_n_palabras_calculado_ES_distribucion.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\PILOTO_n_palabras_calculado_ES_distribucion.pdf"
"PASS","9F3DE29262235BDCA128F177D22D2A674D5E3E36D5C2EB93D39FEF4B97F508FE","9F3DE29262235BDCA128F177D22D2A674D5E3E36D5C2EB93D39FEF4B97F508FE","449872","449872","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\PILOTO_n_palabras_calculado_ES_individuales.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\PILOTO_n_palabras_calculado_ES_individuales.png"
"PASS","F88F0E03459361FA35685BEB33254875BDEFB0D1A21AD51E375D740EAD942351","F88F0E03459361FA35685BEB33254875BDEFB0D1A21AD51E375D740EAD942351","29600","29600","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\PILOTO_n_palabras_calculado_ES_individuales.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\PILOTO_n_palabras_calculado_ES_individuales.pdf"
"PASS","30C125B1E139A14EC4BFA3AFAC42BFF391CADE12D7D4ED251743952CCBCF53E0","30C125B1E139A14EC4BFA3AFAC42BFF391CADE12D7D4ED251743952CCBCF53E0","244294","244294","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\PILOTO_n_palabras_calculado_ES_trayectoria.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\PILOTO_n_palabras_calculado_ES_trayectoria.png"
"PASS","52DF314A8A9AFEDE2210F086CA0C4ABB080852EF549D491E895030E752E8306E","52DF314A8A9AFEDE2210F086CA0C4ABB080852EF549D491E895030E752E8306E","32025","32025","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\PILOTO_n_palabras_calculado_ES_trayectoria.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\PILOTO_n_palabras_calculado_ES_trayectoria.pdf"
"PASS","A8C48A07FAED63177AE9BCCC7F2161AC02C8B109C8911F594C98F3CEA4C02633","A8C48A07FAED63177AE9BCCC7F2161AC02C8B109C8911F594C98F3CEA4C02633","340551","340551","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\COMPARACION_n_palabras_calculado_ES.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\COMPARACION_n_palabras_calculado_ES.png"
"PASS","23C0568B0D89630400DFAF43CAF643236A5E50BE5F8C83FA92AA27BE0FC3D952","23C0568B0D89630400DFAF43CAF643236A5E50BE5F8C83FA92AA27BE0FC3D952","32580","32580","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\graficas_es\COMPARACION_n_palabras_calculado_ES.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\es\COMPARACION_n_palabras_calculado_ES.pdf"
"PASS","C1811AA383D13AB0B0A485B45B29642551A6CE2EDA46E2D1910827F736BB5408","C1811AA383D13AB0B0A485B45B29642551A6CE2EDA46E2D1910827F736BB5408","187106","187106","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\PILOT_n_palabras_calculado_EN_distribucion.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\PILOT_n_palabras_calculado_EN_distribucion.png"
"PASS","29B7B7EA12664B21D4EB6B86BD8CCB42BC6D40F5B8BA5B27DDA0BF585905BCE3","29B7B7EA12664B21D4EB6B86BD8CCB42BC6D40F5B8BA5B27DDA0BF585905BCE3","29204","29204","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\PILOT_n_palabras_calculado_EN_distribucion.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\PILOT_n_palabras_calculado_EN_distribucion.pdf"
"PASS","1D81CCFFCB5D06904891D3E94B002274508E79BC23F2ED9897FB9F6282E62D3C","1D81CCFFCB5D06904891D3E94B002274508E79BC23F2ED9897FB9F6282E62D3C","447506","447506","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\PILOT_n_palabras_calculado_EN_individuales.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\PILOT_n_palabras_calculado_EN_individuales.png"
"PASS","9E34AF7321F84855085FD7D2B87E6E7009C282274D1F7823899125F90A349740","9E34AF7321F84855085FD7D2B87E6E7009C282274D1F7823899125F90A349740","29938","29938","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\PILOT_n_palabras_calculado_EN_individuales.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\PILOT_n_palabras_calculado_EN_individuales.pdf"
"PASS","15F3AD4CA85C82421DD1D4E52F99EF1806D16AB8CAE360F59438C5F3AEF225B2","15F3AD4CA85C82421DD1D4E52F99EF1806D16AB8CAE360F59438C5F3AEF225B2","246709","246709","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\PILOT_n_palabras_calculado_EN_trayectoria.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\PILOT_n_palabras_calculado_EN_trayectoria.png"
"PASS","DB655ED47A33118F050DE07F7F14A5A9B88DB20C75ED407D9ACC134EB4400AF5","DB655ED47A33118F050DE07F7F14A5A9B88DB20C75ED407D9ACC134EB4400AF5","33788","33788","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\PILOT_n_palabras_calculado_EN_trayectoria.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\PILOT_n_palabras_calculado_EN_trayectoria.pdf"
"PASS","0FA2AC9FFC1AA6A3AC4E03943C027D608BA1E72543622EAA6E2E8560EC5FD33B","0FA2AC9FFC1AA6A3AC4E03943C027D608BA1E72543622EAA6E2E8560EC5FD33B","340464","340464","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\COMPARISON_n_palabras_calculado_EN.png","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\COMPARISON_n_palabras_calculado_EN.png"
"PASS","0BF2ECD59C1A0CEE67D8B0F4906BD3D22A4B169C5FC3030E60A33BCE86039B2A","0BF2ECD59C1A0CEE67D8B0F4906BD3D22A4B169C5FC3030E60A33BCE86039B2A","33986","33986","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\figures_en\COMPARISON_n_palabras_calculado_EN.pdf","[RUTA_REPOSITORIO_HISTORICO]\outputs\figuras\piloto\en\COMPARISON_n_palabras_calculado_EN.pdf"
"PASS","9D09F52FA60FDDEA24B244CAA21E2109FDD131D19990DEA6F2BE1D4567B3F1AC","9D09F52FA60FDDEA24B244CAA21E2109FDD131D19990DEA6F2BE1D4567B3F1AC","30661","30661","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\data\lexicons\nrc_es.rds","[RUTA_REPOSITORIO_HISTORICO]\data\raw\lexicons\nrc_es.rds"
"PASS","77C2483300A3B91197037E2F30770AAAD9A58037EB6B8748B0A66E9CF738150A","77C2483300A3B91197037E2F30770AAAD9A58037EB6B8748B0A66E9CF738150A","117686","117686","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\embeddings_t1.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\embeddings\embeddings_t1.rds"
"PASS","91406A7A3304412620A5F7F400AD86A27BC230F64EC3E7260A75C5B130E66EC0","91406A7A3304412620A5F7F400AD86A27BC230F64EC3E7260A75C5B130E66EC0","117702","117702","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\embeddings_t2.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\embeddings\embeddings_t2.rds"
"PASS","2F87226EB496394DA39F7489914DE96ADBA998AF59D33503EB1F87B33672D09C","2F87226EB496394DA39F7489914DE96ADBA998AF59D33503EB1F87B33672D09C","117715","117715","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\embeddings_t3.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\embeddings\embeddings_t3.rds"
"PASS","D398E890EF69D66C926F2B0299195C61F0A7FC024FBF9BB927E6D2BDC612F136","D398E890EF69D66C926F2B0299195C61F0A7FC024FBF9BB927E6D2BDC612F136","442153","442153","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\pca_embeddings.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\embeddings\pca_embeddings.rds"
"PASS","72ED970A0A7A0DBE808A06B11CFBC4A853F48B465132CBDFF8EE82CF353ADD07","72ED970A0A7A0DBE808A06B11CFBC4A853F48B465132CBDFF8EE82CF353ADD07","59181","59181","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\resultados\prototipos_semanticos.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\embeddings\prototipos_semanticos.rds"
"PASS","9F78CBFB82D3C5C686E189D3AE42192AC99D36F167DC65E688D2E32949F05B4D","9F78CBFB82D3C5C686E189D3AE42192AC99D36F167DC65E688D2E32949F05B4D","50083","50083","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\datos\embeddings_piloto_t1.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\piloto\embeddings_piloto_t1.rds"
"PASS","5906BBDBE8FA002DAEE6C2A1578D204DDF990465E6F28172134DBCE0C131E5EE","5906BBDBE8FA002DAEE6C2A1578D204DDF990465E6F28172134DBCE0C131E5EE","50072","50072","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\datos\embeddings_piloto_t2.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\piloto\embeddings_piloto_t2.rds"
"PASS","C1636E67ED2C3AC35ADBBCFCB6DF0C1983A6CCD995710DBAD8C9A52F9837663C","C1636E67ED2C3AC35ADBBCFCB6DF0C1983A6CCD995710DBAD8C9A52F9837663C","50067","50067","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\datos\embeddings_piloto_t3.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\piloto\embeddings_piloto_t3.rds"
"PASS","6DF82C20CE7D61872349D8B1628DFA1ADCBCEEF1367CA69E472E0551B53C9F2E","6DF82C20CE7D61872349D8B1628DFA1ADCBCEEF1367CA69E472E0551B53C9F2E","13891","13891","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\datos\ancho_piloto_completo.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\piloto\ancho_piloto_base.rds"
"PASS","57CD439E8E951D7EFB87B8C8066B533CCF3E5388667FE5BF8853A8CC17613540","57CD439E8E951D7EFB87B8C8066B533CCF3E5388667FE5BF8853A8CC17613540","9024","9024","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\datos_piloto_extra\ancho_piloto_completo.rds","[RUTA_REPOSITORIO_HISTORICO]\data\processed\piloto\ancho_piloto_procesado.rds"
"PASS","3807307857365FC1008480E0DC929841ECD196A2630976C1F78BB1E74ED67192","3807307857365FC1008480E0DC929841ECD196A2630976C1F78BB1E74ED67192","113390","113390","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\modelos\modelos_piloto.rds","[RUTA_REPOSITORIO_HISTORICO]\outputs\modelos\piloto\modelos_piloto.rds"
"PASS","25A3AE0ADF29CF581084D0774E13EB4AA25366157DBC324DBA8AAA0F1AEBC062","25A3AE0ADF29CF581084D0774E13EB4AA25366157DBC324DBA8AAA0F1AEBC062","117415","117415","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\modelos\modelos_principal.rds","[RUTA_REPOSITORIO_HISTORICO]\outputs\modelos\piloto\modelos_principal.rds"
"PASS","0141C5756E6C26A9CF9A996685E7C4EFA99355FEC0FCA3C6FE8B9BEF903B5C50","0141C5756E6C26A9CF9A996685E7C4EFA99355FEC0FCA3C6FE8B9BEF903B5C50","103077","103077","[RUTA_DATOS_LOCAL]\Analisis agosto\para_articulos\analisis_piloto\modelos\modelos_comparativos.rds","[RUTA_REPOSITORIO_HISTORICO]\outputs\modelos\piloto\modelos_comparativos.rds"
